suburb;census_year;state;sub_category;both_parents_born_overseas;father_only_born_overseas;mother_only_born_overseas;both_parents_born_in_australia;birthplace_not_stated_b;total_responses_c;abs_lga
Larrakeyah;2011;Northern Territory;Chinese;105.0;3.0;16.0;17.0;3.0;144.0;Darwin
Leanyer;2011;Northern Territory;Polish;13.0;0.0;0.0;3.0;0.0;16.0;Darwin
Leanyer;2011;Northern Territory;Sinhalese;19.0;0.0;0.0;0.0;0.0;19.0;Darwin
Lee Point;2011;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2011;Northern Territory;Sinhalese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2011;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2011;Northern Territory;Irish;30.0;13.0;5.0;106.0;9.0;163.0;Darwin
Ludmilla;2011;Northern Territory;Italian;20.0;10.0;3.0;10.0;0.0;43.0;Darwin
Ludmilla;2011;Northern Territory;Vietnamese;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Millner;2011;Northern Territory;Australian Aboriginal;0.0;4.0;0.0;38.0;0.0;42.0;Darwin
Moil;2011;Northern Territory;German;30.0;16.0;5.0;54.0;5.0;110.0;Darwin
Nightcliff;2011;Northern Territory;German;48.0;15.0;9.0;93.0;0.0;165.0;Darwin
Nightcliff;2011;Northern Territory;Greek;115.0;26.0;5.0;49.0;3.0;198.0;Darwin
Nightcliff;2011;Northern Territory;Italian;56.0;13.0;3.0;33.0;3.0;108.0;Darwin
Parap;2011;Northern Territory;Chinese;44.0;3.0;11.0;15.0;0.0;73.0;Darwin
Parap;2011;Northern Territory;Indian;24.0;0.0;0.0;0.0;0.0;24.0;Darwin
Rapid Creek;2011;Northern Territory;Croatian;4.0;0.0;0.0;3.0;0.0;7.0;Darwin
Rapid Creek;2011;Northern Territory;Italian;48.0;4.0;3.0;40.0;0.0;95.0;Darwin
Rapid Creek;2011;Northern Territory;Maori;11.0;6.0;4.0;0.0;0.0;21.0;Darwin
Stuart Park;2011;Northern Territory;Polish;8.0;0.0;0.0;6.0;0.0;14.0;Darwin
Stuart Park;2011;Northern Territory;South African;12.0;0.0;0.0;0.0;0.0;12.0;Darwin
Stuart Park;2011;Northern Territory;Ancestry not stated;16.0;3.0;3.0;43.0;383.0;448.0;Darwin
The Gardens (NT);2011;Northern Territory;Maltese;3.0;0.0;0.0;7.0;0.0;10.0;Darwin
The Narrows (NT);2011;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;15.0;0.0;15.0;Darwin
The Narrows (NT);2011;Northern Territory;Irish;3.0;14.0;3.0;70.0;0.0;90.0;Darwin
Tiwi;2011;Northern Territory;Polish;7.0;0.0;0.0;0.0;0.0;7.0;Darwin
Winnellie;2011;Northern Territory;Polish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2011;Northern Territory;Welsh;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Woolner;2011;Northern Territory;English;80.0;46.0;16.0;182.0;3.0;327.0;Darwin
Woolner;2011;Northern Territory;Maori;7.0;0.0;3.0;0.0;0.0;10.0;Darwin
Wulagi;2011;Northern Territory;Chinese;75.0;0.0;3.0;27.0;0.0;105.0;Darwin
Wulagi;2011;Northern Territory;Irish;24.0;20.0;12.0;168.0;3.0;227.0;Darwin
Fannie Bay;2006;Northern Territory;New Zealander;16.0;0.0;3.0;0.0;0.0;19.0;Darwin
Fannie Bay;2006;Northern Territory;Polish;8.0;3.0;3.0;3.0;0.0;17.0;Darwin
Jingili;2006;Northern Territory;Other(d);86.0;25.0;13.0;22.0;5.0;151.0;Darwin
Karama;2006;Northern Territory;Maori;9.0;0.0;3.0;7.0;0.0;19.0;Darwin
Larrakeyah;2006;Northern Territory;Polish;3.0;0.0;0.0;6.0;0.0;9.0;Darwin
Leanyer;2006;Northern Territory;Dutch;32.0;11.0;14.0;24.0;3.0;84.0;Darwin
Leanyer;2006;Northern Territory;Maltese;4.0;3.0;0.0;0.0;0.0;7.0;Darwin
Leanyer;2006;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2006;Northern Territory;American;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2006;Northern Territory;Dutch;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Ludmilla;2006;Northern Territory;Ancestry not stated;7.0;3.0;3.0;108.0;103.0;224.0;Darwin
Malak;2006;Northern Territory;Dutch;22.0;7.0;3.0;15.0;3.0;50.0;Darwin
Malak;2006;Northern Territory;French;8.0;0.0;3.0;8.0;0.0;19.0;Darwin
Malak;2006;Northern Territory;Indian;27.0;3.0;0.0;0.0;3.0;33.0;Darwin
Marrara;2006;Northern Territory;New Zealander;10.0;3.0;3.0;0.0;0.0;16.0;Darwin
Moil;2006;Northern Territory;Maori;5.0;0.0;0.0;0.0;6.0;11.0;Darwin
Nakara;2006;Northern Territory;Dutch;17.0;0.0;0.0;6.0;3.0;26.0;Darwin
Nakara;2006;Northern Territory;Filipino;38.0;0.0;4.0;4.0;3.0;49.0;Darwin
Stuart Park;2006;Northern Territory;English;268.0;82.0;88.0;554.0;23.0;1015.0;Darwin
Tiwi;2006;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;46.0;3.0;49.0;Darwin
Wagaman;2006;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wagaman;2006;Northern Territory;Scottish;38.0;13.0;13.0;66.0;0.0;130.0;Darwin
Wagaman;2006;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wagaman;2006;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wanguri;2006;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2006;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Woolner;2006;Northern Territory;English;37.0;27.0;15.0;95.0;0.0;174.0;Darwin
Woolner;2006;Northern Territory;Spanish;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Wulagi;2006;Northern Territory;Filipino;48.0;0.0;5.0;4.0;0.0;57.0;Darwin
Malak;2016;Northern Territory;Welsh;4.0;0.0;0.0;8.0;0.0;12.0;Darwin
Marrara;2016;Northern Territory;Dutch;5.0;3.0;3.0;3.0;0.0;15.0;Darwin
Muirhead;2016;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;8.0;Darwin
Nakara;2016;Northern Territory;Australian;23.0;54.0;48.0;362.0;7.0;496.0;Darwin
Tiwi;2016;Northern Territory;Korean;9.0;0.0;0.0;0.0;0.0;12.0;Darwin
Tiwi;2016;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wanguri;2016;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;18.0;0.0;21.0;Darwin
Wulagi;2016;Northern Territory;Polish;7.0;0.0;0.0;0.0;0.0;15.0;Darwin
Anula;2016;Northern Territory;Croatian;0.0;0.0;0.0;3.0;0.0;4.0;Darwin
Anula;2016;Northern Territory;Scottish;35.0;25.0;11.0;128.0;0.0;203.0;Darwin
Bayview (NT);2016;Northern Territory;French;5.0;0.0;0.0;3.0;0.0;7.0;Darwin
Bayview (NT);2016;Northern Territory;Sri Lankan;3.0;0.0;0.0;0.0;0.0;4.0;Darwin
Brinkin;2016;Northern Territory;Maori;7.0;0.0;0.0;0.0;0.0;7.0;Darwin
Eaton (NT);2016;Northern Territory;Indian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Fannie Bay;2016;Northern Territory;Scottish;74.0;15.0;20.0;164.0;0.0;280.0;Darwin
Jingili;2016;Northern Territory;Filipino;70.0;0.0;4.0;3.0;0.0;82.0;Darwin
Leanyer;2016;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;48.0;0.0;47.0;Darwin
Lee Point;2011;Northern Territory;German;0.0;0.0;0.0;8.0;0.0;8.0;Darwin
Lee Point;2011;Northern Territory;Welsh;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2011;Northern Territory;French;5.0;0.0;0.0;3.0;0.0;8.0;Darwin
Ludmilla;2011;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2011;Northern Territory;Spanish;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Lyons (NT);2011;Northern Territory;Maori;3.0;3.0;0.0;0.0;0.0;6.0;Darwin
Malak;2011;Northern Territory;French;4.0;0.0;0.0;8.0;0.0;12.0;Darwin
Nakara;2011;Northern Territory;Italian;14.0;4.0;0.0;11.0;0.0;29.0;Darwin
Nightcliff;2011;Northern Territory;Welsh;8.0;3.0;3.0;11.0;0.0;25.0;Darwin
Parap;2011;Northern Territory;Croatian;3.0;0.0;0.0;3.0;0.0;6.0;Darwin
Parap;2011;Northern Territory;Korean;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Parap;2011;Northern Territory;Maltese;3.0;0.0;0.0;6.0;0.0;9.0;Darwin
Rapid Creek;2011;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Stuart Park;2011;Northern Territory;Italian;44.0;9.0;5.0;45.0;3.0;106.0;Darwin
Coconut Grove;2016;Northern Territory;German;27.0;3.0;7.0;59.0;3.0;99.0;Darwin
Coconut Grove;2016;Northern Territory;Russian;0.0;3.0;3.0;0.0;0.0;3.0;Darwin
Coonawarra (NT);2016;Northern Territory;Chinese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2016;Northern Territory;Polish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
East Point;2016;Northern Territory;French;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
East Point;2016;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Eaton (NT);2016;Northern Territory;Irish;3.0;0.0;0.0;27.0;0.0;31.0;Darwin
Eaton (NT);2016;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Fannie Bay;2016;Northern Territory;Hungarian;4.0;0.0;0.0;3.0;0.0;5.0;Darwin
Jingili;2016;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Karama;2016;Northern Territory;Indian;100.0;0.0;0.0;0.0;0.0;100.0;Darwin
Ludmilla;2016;Northern Territory;Scottish;25.0;13.0;4.0;82.0;8.0;137.0;Darwin
Malak;2016;Northern Territory;Sri Lankan;6.0;0.0;0.0;0.0;0.0;7.0;Darwin
Millner;2016;Northern Territory;Ancestry not stated;17.0;0.0;3.0;11.0;255.0;284.0;Darwin
Nakara;2016;Northern Territory;Dutch;8.0;0.0;0.0;7.0;0.0;12.0;Darwin
Parap;2016;Northern Territory;French;8.0;0.0;0.0;7.0;0.0;19.0;Darwin
Rapid Creek;2016;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Rapid Creek;2016;Northern Territory;Maori;8.0;0.0;0.0;0.0;0.0;14.0;Darwin
Marrara;2016;Northern Territory;Italian;12.0;0.0;0.0;13.0;0.0;30.0;Darwin
Moil;2016;Northern Territory;New Zealander;10.0;3.0;0.0;0.0;0.0;13.0;Darwin
Nightcliff;2016;Northern Territory;Filipino;145.0;0.0;6.0;0.0;0.0;153.0;Darwin
Coonawarra (NT);2011;Northern Territory;Maori;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Jingili;2011;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2011;Northern Territory;Polish;3.0;0.0;0.0;5.0;0.0;8.0;Darwin
Ludmilla;2011;Northern Territory;Ancestry not stated;6.0;3.0;0.0;26.0;174.0;209.0;Darwin
Lyons (NT);2011;Northern Territory;German;30.0;7.0;3.0;62.0;0.0;102.0;Darwin
Malak;2011;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Millner;2011;Northern Territory;Australian;23.0;107.0;69.0;531.0;24.0;754.0;Darwin
Nakara;2011;Northern Territory;Chinese;129.0;3.0;3.0;13.0;6.0;154.0;Darwin
Nakara;2011;Northern Territory;New Zealander;7.0;0.0;0.0;0.0;0.0;7.0;Darwin
Nightcliff;2011;Northern Territory;Indian;81.0;3.0;0.0;4.0;0.0;88.0;Darwin
The Narrows (NT);2011;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Tiwi;2011;Northern Territory;English;173.0;57.0;42.0;344.0;15.0;631.0;Darwin
Wagaman;2011;Northern Territory;French;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Wanguri;2011;Northern Territory;French;4.0;0.0;3.0;10.0;0.0;17.0;Darwin
Wanguri;2011;Northern Territory;Russian;0.0;3.0;0.0;3.0;0.0;6.0;Darwin
Wanguri;2011;Northern Territory;Welsh;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Winnellie;2011;Northern Territory;Scottish;5.0;0.0;0.0;13.0;3.0;21.0;Darwin
Wulagi;2011;Northern Territory;Lebanese;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Wulagi;2011;Northern Territory;Maltese;6.0;0.0;0.0;3.0;0.0;9.0;Darwin
Ludmilla;2006;Northern Territory;New Zealander;7.0;7.0;3.0;0.0;0.0;17.0;Darwin
Ludmilla;2006;Northern Territory;Serbian;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Malak;2006;Northern Territory;Serbian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Malak;2006;Northern Territory;Spanish;10.0;0.0;0.0;0.0;0.0;10.0;Darwin
Marrara;2006;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Nakara;2006;Northern Territory;New Zealander;8.0;3.0;3.0;0.0;0.0;14.0;Darwin
Nightcliff;2006;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;21.0;0.0;21.0;Darwin
Nightcliff;2006;Northern Territory;Macedonian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Nightcliff;2006;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Parap;2006;Northern Territory;Indian;10.0;0.0;0.0;0.0;0.0;10.0;Darwin
Rapid Creek;2006;Northern Territory;Polish;10.0;7.0;0.0;3.0;0.0;20.0;Darwin
Stuart Park;2006;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Tiwi;2006;Northern Territory;Australian;17.0;89.0;66.0;683.0;38.0;893.0;Darwin
Tiwi;2006;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wanguri;2006;Northern Territory;Dutch;13.0;3.0;3.0;4.0;0.0;23.0;Darwin
Wanguri;2006;Northern Territory;English;105.0;77.0;33.0;291.0;5.0;511.0;Darwin
Wanguri;2006;Northern Territory;Indian;23.0;0.0;0.0;0.0;0.0;23.0;Darwin
Winnellie;2006;Northern Territory;Italian;5.0;0.0;0.0;3.0;0.0;8.0;Darwin
Woolner;2006;Northern Territory;Italian;5.0;3.0;0.0;13.0;0.0;21.0;Darwin
Wulagi;2006;Northern Territory;Sinhalese;10.0;0.0;0.0;3.0;0.0;13.0;Darwin
Brinkin;2006;Northern Territory;Indian;24.0;3.0;0.0;0.0;3.0;30.0;Darwin
Coconut Grove;2006;Northern Territory;German;32.0;14.0;16.0;51.0;7.0;120.0;Darwin
Jingili;2006;Northern Territory;Italian;9.0;3.0;0.0;15.0;7.0;34.0;Darwin
Karama;2006;Northern Territory;Ancestry not stated;65.0;11.0;9.0;98.0;390.0;573.0;Darwin
Larrakeyah;2006;Northern Territory;Croatian;3.0;0.0;0.0;4.0;0.0;7.0;Darwin
Leanyer;2006;Northern Territory;American;3.0;10.0;0.0;4.0;0.0;17.0;Darwin
Lee Point;2006;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2006;Northern Territory;Spanish;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Malak;2006;Northern Territory;German;35.0;11.0;3.0;69.0;0.0;118.0;Darwin
Moil;2006;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Moil;2006;Northern Territory;Polish;0.0;0.0;0.0;0.0;3.0;3.0;Darwin
Nakara;2006;Northern Territory;Russian;4.0;3.0;0.0;3.0;0.0;10.0;Darwin
Nakara;2006;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Nakara;2006;Northern Territory;Ancestry not stated;36.0;3.0;0.0;25.0;135.0;199.0;Darwin
Parap;2006;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Stuart Park;2006;Northern Territory;Dutch;29.0;3.0;6.0;16.0;0.0;54.0;Darwin
Stuart Park;2006;Northern Territory;Other(d);190.0;17.0;22.0;26.0;4.0;259.0;Darwin
Tiwi;2006;Northern Territory;Chinese;71.0;8.0;4.0;15.0;3.0;101.0;Darwin
Tiwi;2006;Northern Territory;Italian;15.0;9.0;5.0;15.0;3.0;47.0;Darwin
Tiwi;2006;Northern Territory;Ancestry not stated;17.0;3.0;10.0;45.0;184.0;259.0;Darwin
Wagaman;2006;Northern Territory;French;3.0;3.0;0.0;3.0;0.0;9.0;Darwin
Wanguri;2006;Northern Territory;Croatian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Wanguri;2006;Northern Territory;Russian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Wanguri;2006;Northern Territory;Scottish;27.0;13.0;12.0;85.0;0.0;137.0;Darwin
Wanguri;2006;Northern Territory;Ancestry not stated;22.0;3.0;3.0;33.0;55.0;116.0;Darwin
Winnellie;2006;Northern Territory;American;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2006;Northern Territory;Greek;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2006;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wulagi;2006;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wulagi;2006;Northern Territory;Vietnamese;7.0;0.0;0.0;0.0;0.0;7.0;Darwin
Alawa;2016;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Anula;2016;Northern Territory;Filipino;83.0;3.0;18.0;6.0;9.0;112.0;Darwin
Anula;2016;Northern Territory;Greek;35.0;11.0;3.0;6.0;3.0;60.0;Darwin
Alawa;2006;Northern Territory;Maltese;3.0;3.0;0.0;0.0;3.0;9.0;Darwin
Anula;2006;Northern Territory;New Zealander;13.0;0.0;3.0;0.0;0.0;16.0;Darwin
Anula;2006;Northern Territory;Spanish;4.0;0.0;0.0;4.0;0.0;8.0;Darwin
Fannie Bay;2006;Northern Territory;Filipino;13.0;0.0;3.0;0.0;0.0;16.0;Darwin
Larrakeyah;2006;Northern Territory;Welsh;3.0;3.0;0.0;8.0;0.0;14.0;Darwin
Leanyer;2006;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2006;Northern Territory;English;27.0;3.0;3.0;23.0;3.0;59.0;Darwin
Lee Point;2006;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2006;Northern Territory;South African;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Lee Point;2006;Northern Territory;Other(d);6.0;3.0;0.0;0.0;0.0;9.0;Darwin
Ludmilla;2006;Northern Territory;Australian;13.0;72.0;38.0;400.0;18.0;541.0;Darwin
Ludmilla;2006;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Alawa;2006;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Marrara;2006;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;5.0;3.0;8.0;Darwin
Marrara;2006;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Millner;2006;Northern Territory;Chinese;41.0;16.0;9.0;24.0;0.0;90.0;Darwin
Moil;2006;Northern Territory;Australian;8.0;70.0;74.0;593.0;10.0;755.0;Darwin
Moil;2006;Northern Territory;Chinese;31.0;3.0;10.0;26.0;0.0;70.0;Darwin
Moil;2006;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Anula;2016;Northern Territory;Italian;16.0;8.0;3.0;13.0;3.0;46.0;Darwin
Anula;2016;Northern Territory;Korean;3.0;0.0;0.0;0.0;0.0;6.0;Darwin
Anula;2016;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Brinkin;2016;Northern Territory;Croatian;5.0;0.0;0.0;0.0;0.0;5.0;Darwin
Brinkin;2016;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Brinkin;2016;Northern Territory;Welsh;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2016;Northern Territory;New Zealander;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2016;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coconut Grove;2016;Northern Territory;Korean;11.0;0.0;0.0;0.0;0.0;11.0;Darwin
Coconut Grove;2016;Northern Territory;Maltese;0.0;0.0;0.0;4.0;0.0;4.0;Darwin
Coonawarra (NT);2016;Northern Territory;Filipino;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2016;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
East Point;2016;Northern Territory;Scottish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
East Point;2016;Northern Territory;Sri Lankan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Eaton (NT);2016;Northern Territory;Dutch;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Fannie Bay;2016;Northern Territory;Chinese;63.0;5.0;25.0;31.0;4.0;132.0;Darwin
Fannie Bay;2016;Northern Territory;German;46.0;13.0;9.0;59.0;0.0;124.0;Darwin
Fannie Bay;2016;Northern Territory;Maori;7.0;0.0;0.0;0.0;0.0;12.0;Darwin
Fannie Bay;2016;Northern Territory;Spanish;8.0;0.0;0.0;0.0;0.0;9.0;Darwin
Jingili;2016;Northern Territory;Chinese;48.0;4.0;5.0;17.0;3.0;77.0;Darwin
Karama;2016;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Larrakeyah;2016;Northern Territory;Vietnamese;24.0;0.0;0.0;0.0;0.0;23.0;Darwin
Leanyer;2016;Northern Territory;Filipino;219.0;5.0;22.0;3.0;3.0;254.0;Darwin
Ludmilla;2016;Northern Territory;New Zealander;20.0;5.0;3.0;0.0;0.0;23.0;Darwin
Marrara;2016;Northern Territory;Other(d);117.0;11.0;6.0;17.0;0.0;161.0;Darwin
Millner;2016;Northern Territory;Irish;31.0;24.0;17.0;146.0;0.0;221.0;Darwin
Millner;2016;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Moil;2016;Northern Territory;Irish;15.0;9.0;10.0;128.0;0.0;165.0;Darwin
Moil;2016;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Muirhead;2016;Northern Territory;Maltese;0.0;4.0;0.0;11.0;0.0;13.0;Darwin
Muirhead;2016;Northern Territory;Spanish;12.0;0.0;0.0;0.0;0.0;12.0;Darwin
Nakara;2016;Northern Territory;German;21.0;4.0;4.0;21.0;0.0;55.0;Darwin
Nakara;2016;Northern Territory;Welsh;3.0;0.0;0.0;5.0;0.0;8.0;Darwin
Nightcliff;2016;Northern Territory;French;18.0;4.0;0.0;4.0;0.0;26.0;Darwin
Nightcliff;2016;Northern Territory;Ancestry not stated;19.0;0.0;0.0;17.0;371.0;415.0;Darwin
Parap;2016;Northern Territory;Spanish;21.0;0.0;3.0;0.0;0.0;21.0;Darwin
Rapid Creek;2016;Northern Territory;Irish;41.0;30.0;21.0;283.0;4.0;382.0;Darwin
The Narrows (NT);2016;Northern Territory;Korean;3.0;3.0;0.0;0.0;0.0;3.0;Darwin
Wagaman;2016;Northern Territory;Maori;11.0;3.0;3.0;0.0;0.0;18.0;Darwin
Wanguri;2016;Northern Territory;Sri Lankan;8.0;3.0;0.0;0.0;0.0;15.0;Darwin
Winnellie;2016;Northern Territory;Australian;0.0;5.0;3.0;49.0;0.0;58.0;Darwin
Woolner;2016;Northern Territory;Ancestry not stated;10.0;0.0;0.0;3.0;82.0;93.0;Darwin
Alawa;2011;Northern Territory;Ancestry not stated;9.0;3.0;3.0;35.0;285.0;335.0;Darwin
Anula;2011;Northern Territory;Italian;21.0;3.0;0.0;17.0;0.0;41.0;Darwin
Casuarina (NT);2011;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2011;Northern Territory;Indian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coconut Grove;2011;Northern Territory;Scottish;48.0;18.0;13.0;110.0;4.0;193.0;Darwin
Coonawarra (NT);2011;Northern Territory;German;0.0;3.0;3.0;23.0;0.0;29.0;Darwin
Coonawarra (NT);2011;Northern Territory;New Zealander;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Fannie Bay;2011;Northern Territory;German;42.0;9.0;5.0;64.0;8.0;128.0;Darwin
Jingili;2011;Northern Territory;English;111.0;56.0;43.0;361.0;12.0;583.0;Darwin
Karama;2011;Northern Territory;Australian Aboriginal;3.0;3.0;4.0;82.0;8.0;100.0;Darwin
Karama;2011;Northern Territory;Maori;14.0;5.0;3.0;0.0;0.0;22.0;Darwin
Karama;2011;Northern Territory;Spanish;24.0;0.0;0.0;8.0;3.0;35.0;Darwin
Larrakeyah;2011;Northern Territory;Welsh;10.0;4.0;4.0;12.0;0.0;30.0;Darwin
Leanyer;2011;Northern Territory;German;33.0;16.0;8.0;121.0;6.0;184.0;Darwin
Leanyer;2011;Northern Territory;Russian;0.0;0.0;3.0;0.0;0.0;3.0;Darwin
Leanyer;2011;Northern Territory;Serbian;3.0;0.0;4.0;0.0;0.0;7.0;Darwin
Lee Point;2011;Northern Territory;Maori;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2011;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2011;Northern Territory;Other(d);3.0;0.0;0.0;3.0;0.0;6.0;Darwin
Lyons (NT);2011;Northern Territory;Maltese;0.0;3.0;0.0;3.0;0.0;6.0;Darwin
Malak;2011;Northern Territory;Chinese;116.0;8.0;3.0;14.0;3.0;144.0;Darwin
Malak;2011;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Marrara;2011;Northern Territory;Filipino;36.0;0.0;3.0;3.0;3.0;45.0;Darwin
Marrara;2011;Northern Territory;Other(d);100.0;14.0;14.0;19.0;0.0;147.0;Darwin
Millner;2011;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Millner;2011;Northern Territory;German;44.0;9.0;12.0;60.0;0.0;125.0;Darwin
Millner;2011;Northern Territory;Ancestry not stated;21.0;3.0;0.0;25.0;262.0;311.0;Darwin
Moil;2011;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Moil;2011;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Nakara;2011;Northern Territory;Dutch;18.0;0.0;0.0;9.0;3.0;30.0;Darwin
Nakara;2011;Northern Territory;Greek;91.0;10.0;7.0;14.0;4.0;126.0;Darwin
Parap;2011;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Rapid Creek;2011;Northern Territory;Sinhalese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
