animal_name;animal_sex;animal_type;animal_neut;main_breed;second_breed;main_color;second_color;suburb_name
Cordy;M;Dog;Y;Husky;Cross Breed;Black;White;LEANYER
Josephine;F;Cat;Y;Domestic Short Haired;;Grey;Tabby;NIGHTCLIFF
Milly;F;Dog;Y;Border Collie;;Unknown;;JINGILI
Rooney;M;Dog;Y;Pug;Cross Breed;Black;;RAPID CREEK
Sammie;F;Dog;Y;Staffordshire Bull Terrier;Pit Bull Terrier;Tan;;MOIL
Poncho;M;Dog;Y;Chihuahua;Cross Breed;Tan;;MOIL
Jacko;M;Dog;Y;Jack Russell Terrier;Cross Breed;White;Tan;JINGILI
Phoebe;F;Dog;Y;Siberian Husky;;White;Grey;MOIL
Max;M;Cat;Y;Domestic Short Haired;;Ginger;;PARAP
Kwazii;M;Dog;Y;Maltese;Chihuahua;Tan;;MUIRHEAD
Twokey;F;Dog;Y;Jack Russell Terrier;Fox Terrier;White;Black;LUDMILLA
Emily;F;Dog;Y;Australian Cattle Dog;;Black;White;WANGURI
Milo;M;Dog;Y;Pit Bull Terrier;Bullmastiff;Brown;;ANULA
Ziggy;M;Dog;Y;Jack Russell Terrier;;Tan;Black;JINGILI
Bailey;M;Dog;Y;Kelpie;Cross Breed;Black;Tan;MILLNER
Mars;M;Dog;N;Bull Arab;;Black;;ALAWA
Rex;M;Dog;N;Mixed Breed;;Black;;WANGURI
Archer;M;Dog;Y;Australian Cattle Dog;;Black;Tan;WULAGI
Bindi;F;Dog;Y;Chihuahua;;Black;;MALAK
Ralph;M;Dog;Y;Mixed Breed;;Brindle;;KARAMA
Scruffy;M;Dog;Y;Mixed Breed;;Brindle;;WANGURI
Duke;M;Dog;Y;Rhodesian Ridgeback;;Tan;;ANULA
Snoopy;M;Dog;Y;Jack Russell Terrier;;Brown;White;TIWI
Brax;M;Dog;N;Mixed Breed;;Brown;White;MALAK
Ollie;M;Dog;Y;Pomeranian;Labrador;Cream;;TIWI
Bomer;M;Dog;Y;Kelpie;Border Collie;Brown;;LYONS
Sunlight;M;Cat;Y;Domestic Short Haired;;Ginger;;MOIL
Blue;M;Dog;Y;Staffordshire Bull Terrier;;Brindle;;LEANYER
Kaydee;F;Dog;Y;Cocker Spaniel;;Black;;MALAK
Cooper;M;Dog;Y;Border Collie;Cross Breed;Black;White;MARRARA
Diego;M;Dog;N;English Staffordshire Bull Terrier;;Blue;;KARAMA
Buddy;M;Dog;Y;Mixed Breed;;Brindle;;WAGAMAN
Candy;F;Dog;Y;Greyhound;;Brindle;;MALAK
Apollo;M;Dog;Y;American Pit Bull Terrier;Cross Breed;Brown;;THE GARDENS
Barny;M;Dog;Y;Mixed Breed;;Tan;;WULAGI
Lucy;F;Dog;Y;Mixed Breed;;Black;Tan;LUDMILLA
Jack;M;Cat;Y;Domestic Short Haired;;White;Grey;JINGILI
Prim;F;Dog;Y;Border Collie;;Black;White;MALAK
Kinah;F;Dog;Y;Mixed Breed;;Tan;Black;LEANYER
Reacher;M;Dog;Y;Red Heeler;;Red;White;LYONS
Wilson;M;Dog;Y;Greyhound;;Black;White;WAGAMAN
Odin;M;Cat;Y;Russian Blue;Cross Breed;Grey;;MARRARA
Hannibal;M;Dog;Y;Siberian Husky;;Black;White;WULAGI
Boots;M;Cat;Y;Domestic Short Haired;;Ginger;;MARRARA
Poppy;F;Cat;Y;Domestic Short Haired;;Black;;ANULA
Watson;M;Dog;Y;Golden Retriever;;Gold;;MUIRHEAD
Turtle;F;Dog;Y;Kelpie;;Tri Colour;;NIGHTCLIFF
Trigger;M;Dog;Y;Border Collie;;Tri Colour;;TIWI
Montie;M;Dog;Y;Cocker Spaniel;;Red;White;LEANYER
Missy;F;Dog;Y;Bullmastiff;Cross Breed;Tan;;WANGURI
Lucy;F;Dog;N;Jack Russell Terrier;Fox Terrier;White;Black;KARAMA
Bonnie;F;Dog;Y;Bull Arab;;White;;ANULA
Foxy;M;Dog;Y;Pomeranian;Cross Breed;Red;White;RAPID CREEK
Astro;M;Dog;Y;German Shepherd Dog;;Black;Tan;MALAK
Skye;F;Dog;Y;Kelpie;Cross Breed;Tan;;LEANYER
Prince;M;Dog;Y;Maltese;Cross Breed;White;;MUIRHEAD
Yoda;M;Dog;Y;Mixed Breed;;Black;Tan;THE NARROWS
Val;F;Dog;Y;Maltese;Cross Breed;White;Tan;WINNELLIE
Lani;F;Dog;Y;Mixed Breed;;Black;White;WANGURI
Dorian;F;Cat;Y;Domestic Short Haired;;Grey;;JINGILI
Garfield;M;Cat;Y;Domestic Short Haired;;Ginger;Tabby;JINGILI
Pepper;F;Cat;Y;Domestic Short Haired;;Tabby;;ANULA
Dog;M;Dog;N;American Staffordshire Terrier;;Chocolate;;ALAWA
Scout;M;Dog;Y;Beagle;;Tri Colour;;STUART PARK
Yogi;M;Dog;Y;Bull Arab;Cross Breed;Tan;Black;KARAMA
Oscar;M;Dog;Y;Poodle;Cross Breed;Gold;White;LYONS
Bounty;F;Dog;Y;Pit Bull Terrier;;Tan;White;LEANYER
Shadow;M;Dog;N;Belgian Shepherd;;Fawn;;TIWI
Mickey;M;Dog;Y;Maltese;;Wheaten;;MUIRHEAD
Amity;M;Dog;N;Staffordshire Bull Terrier;Rottweiler;Brown;;MOIL
Zac;M;Dog;Y;Belgian Shepherd;;Black;;TIWI
Katana;F;Dog;Y;Bull Arab;Cross Breed;Tan;;NIGHTCLIFF
Jack;M;Dog;Y;Mixed Breed;;Brown;;WULAGI
Wendell;M;Dog;Y;Chihuahua;Fox Terrier;White;Tan;LEANYER
Busterino;M;Dog;N;German Shepherd Dog;;Black;Tan;KARAMA
Bonnie;F;Dog;Y;Blue Heeler;;Blue;White;KARAMA
Ringo;M;Dog;Y;Bull Arab;;White;Brindle;WANGURI
Bindi;F;Dog;Y;Mixed Breed;;Tan;;MILLNER
Mera;F;Dog;Y;Mixed Breed;;Tan;;MILLNER
Chia;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Brown;;WAGAIT BEACH
Roddy;M;Dog;Y;Shih Tzu;Maltese;Grey;White;THE NARROWS
Jakey;M;Dog;Y;Terrier;Cross Breed;Tan;White;MARRARA
Kaos;F;Dog;Y;Labrador;;Brown;;MOIL
Chloe;F;Dog;Y;Maltese;Cross Breed;White;Brown;COCONUT GROVE
Bailey;M;Dog;Y;Beagle;;White;Tan;NAKARA
Max;M;Cat;Y;Rag Doll;;Grey;White;PARAP
Coco;F;Dog;Y;German Short Haired Pointer;;Liver;White;NIGHTCLIFF
Millicent;F;Cat;Y;Domestic Long Haired;;Black;White;NIGHTCLIFF
Sky;F;Dog;N;Maltese;Shih Tzu;Black;White;JINGILI
Ashton;M;Dog;N;Border Collie;;Black;White;MALAK
Charlie;M;Dog;N;Labrador;;Chocolate;;MUIRHEAD
Moe;M;Dog;Y;Kelpie;;Black;Brown;FANNIE BAY
Lochie;M;Dog;Y;West Highland White Terrier;;White;;ANULA
Jimmy;M;Dog;Y;Fox Terrier;Cross Breed;White;Black;ALAWA
Max;M;Dog;Y;Border Collie;;Chocolate;White;ANULA
Tully;F;Dog;Y;American Staffordshire Terrier;Cross Breed;Tan;Black;WULAGI
Emme;F;Dog;Y;Shih Tzu;Poodle;Brown;;MARRARA
Ari;M;Dog;Y;Mixed Breed;;Tan;;WULAGI
Stella;F;Dog;Y;Mixed Breed;;Tan;;MALAK
Bea;F;Dog;Y;Rhodesian Ridgeback;Cross Breed;Tan;;JINGILI
Cherry;F;Dog;Y;Staffordshire Bull Terrier;Shar Pei;Brindle;;RAPID CREEK
Lucy;F;Dog;Y;American Staffordshire Terrier;Cross Breed;Brown;;WULAGI
Rusty;M;Dog;Y;Jack Russell Terrier;Cross Breed;White;Tan;LUDMILLA
Pippa;F;Dog;Y;German Short Haired Pointer;;Liver;;STUART PARK
Ashy;F;Dog;Y;Bullmastiff;;Black;;LEANYER
Bobby;M;Dog;Y;Kelpie;Cross Breed;Black;White;ANULA
Murphy;F;Cat;Y;Domestic Medium Hair;;Tortiseshell;;WULAGI
Bella;F;Dog;Y;Mixed Breed;;Tan;;KARAMA
Pistachio;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;LEANYER
Turner;M;Dog;Y;Australian Cattle Dog;Cross Breed;White;Black;WANGURI
Annie;F;Dog;Y;Schnauzer (Miniature);;Grey;White;FANNIE BAY
Buster;M;Dog;Y;Blue Heeler;;Blue;;MALAK
Maggie;F;Cat;Y;Domestic Medium Hair;;Tabby;White;BAYVIEW
Mia;F;Dog;Y;Maltese;;White;;WAGAMAN
Shelby;F;Dog;Y;Dachshund (Miniature);;Red;;PARAP
Jax;M;Dog;Y;Beagle;Cavalier King Charles Spaniel;White;Tan;MUIRHEAD
Brock;M;Dog;Y;Neapolitan Mastiff;Cross Breed;Blue;;WAGAMAN
Blaze;M;Dog;Y;Border Collie;;Black;White;ALAWA
Indi;F;Dog;Y;Mixed Breed;;Sandy;;RAPID CREEK
Gypsy;F;Dog;Y;Mixed Breed;;Brindle;;WANGURI
Bow;F;Dog;N;Blue Heeler;;Blue;White;WULAGI
Ace;M;Cat;Y;Domestic Short Haired;;Black;;WULAGI
Chevy;M;Dog;Y;Staffordshire Bull Terrier;;Black;;ANULA
Roger;M;Dog;Y;Spoodle;;Red;;ALAWA
Pepper;F;Dog;Y;Wolfhound;Cross Breed;Black;White;KARAMA
Cara;F;Dog;Y;Dobermann Pinscher;;Black;Tan;MALAK
Frank;M;Dog;Y;Pugalier;Jack Russell Terrier;Fawn;;BAYVIEW
Marlee;F;Dog;Y;Cocker Spaniel;;Blue;Roan;STUART PARK
Floyd;M;Dog;Y;Wolfhound;Red Heeler;White;Tan;KARAMA
Nitro;M;Dog;N;American Staffordshire Terrier;;Black;White;MILLNER
Ellie;F;Dog;Y;Chihuahua;Cross Breed;Tan;;LEANYER
Charlie;M;Dog;Y;Kelpie;Cross Breed;Black;;JINGILI
Chilli;M;Cat;Y;Domestic Short Haired;;Tabby;;FANNIE BAY
Louie;M;Cat;Y;Domestic Short Haired;;Ginger;White;MOIL
Aria;F;Cat;Y;Domestic Short Haired;;Tabby;;ALAWA
Minnie Mouse;F;Dog;Y;Mixed Breed;;Black;Chocolate;WULAGI
Ruby;F;Dog;Y;Beagle;;Tri Colour;;BRINKIN
Nike;F;Dog;Y;German Shepherd Dog;;Black;Gold;MOIL
Tui;M;Dog;Y;Jack Russell Terrier;;Tan;White;LEANYER
Kinda;F;Dog;Y;Labrador;;Gold;;FANNIE BAY
Pandora;F;Dog;N;American Staffordshire Terrier;;Black;;KARAMA
Snoopy;F;Dog;Y;Dachshund (Miniature);;Black;Tan;MOIL
Tex;M;Dog;N;German Short Haired Pointer;;Brown;;ANULA
Grover;M;Dog;Y;Pug;;Fawn;;DARWIN
Rosetta;F;Dog;Y;Irish Wolfhound;Cross Breed;White;;FANNIE BAY
Scruffy;F;Dog;Y;Terrier;Cross Breed;Tan;;RAPID CREEK
Mouse;F;Dog;Y;Mixed Breed;;Wheaten;;MOIL
Bark Lord Kylo Red;M;Dog;Y;Heeler;;Red;;MALAK
Rosalina;F;Dog;Y;Greyhound;;Black;;WULAGI
Razzle;F;Dog;Y;Groodle;;Brown;;MOIL
Soobie;F;Dog;Y;American Staffordshire Terrier;;Black;;LYONS
Paddy;M;Dog;Y;Mixed Breed;;Brindle;;JINGILI
Murphy;M;Dog;N;Staffordshire Bull Terrier;Cross Breed;Brown;;ANULA
Cosmos;M;Dog;Y;Greyhound;;Black;;JINGILI
Blade;M;Dog;Y;German Shepherd Dog;Cross Breed;Black;;LEANYER
Billie;F;Dog;Y;Greyhound;;Black;;LEANYER
Peggy;F;Dog;Y;Pug;;Black;;WAGAMAN
Oscar;M;Dog;Y;Staffordshire Bull Terrier;;Blue;Grey;MILLNER
Pixie;F;Cat;Y;Domestic Medium Hair;;Tortiseshell;;BRINKIN
Mia;F;Dog;Y;Rhodesian Ridgeback;Cross Breed;Tan;;WOOLNER
Miko;F;Dog;Y;Pit Bull Terrier;;Brown;White;KARAMA
Apollo;M;Cat;Y;Ragdoll;;Cream;;STUART PARK
Ozzy Bruce;M;Dog;Y;Mixed Breed;;Tan;;ALAWA
Leah;F;Dog;Y;Spoodle;;Gold;;TIWI
Bandit;M;Dog;Y;Australian Cattle Dog;;Blue;;ANULA
Luna;F;Dog;Y;Spoodle;;Red;Brown;COCONUT GROVE
Molly;M;Dog;Y;Chesapeake Bay Retriever;;Brown;;LYONS
Honda;M;Dog;Y;Jack Russell Terrier;Cross Breed;Tan;White;RAPID CREEK
Jess;F;Dog;Y;Mixed Breed;;Black;;COCONUT GROVE
Teddy;M;Dog;Y;Maltese;;White;;ALAWA
Possum;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Black;;KARAMA
Bella;F;Dog;Y;Staffordshire Bull Terrier;;Brown;;BAYVIEW
Taj;M;Dog;Y;Cavalier King Charles Spaniel;Poodle;Gold;White;THE NARROWS
Nuggett;M;Dog;Y;Cross Breed;;Black;;RAPID CREEK
Misha;F;Dog;Y;Bull Arab;;White;Black;COCONUT GROVE
Angel;F;Dog;N;Kelpie;;Tan;Black;MALAK
Lolly;F;Dog;Y;Kelpie;;Black;Tan;MALAK
Rocco;M;Dog;N;Rottweiler;;Black;;NAKARA
Peppa;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Black;;BRINKIN
Lady;F;Dog;Y;Cavalier King Charles Spaniel;Poodle;Tan;Red;FANNIE BAY
Astro;M;Dog;Y;Tenterfield Terrier;;Black;White;WULAGI
Ned;M;Dog;Y;Mixed Breed;;Blue;;NIGHTCLIFF
Volley;F;Dog;Y;Greyhound;;Black;;RAPID CREEK
Archie;M;Dog;Y;Pit Bull Terrier;;Tan;;KARAMA
Spot;M;Dog;Y;Maltese;Shih Tzu;White;Brown;ALAWA
Nahla;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Black;White;JINGILI
Milo;M;Dog;Y;Maltese;Fox Terrier;Brown;;LUDMILLA
Jack;M;Dog;N;Staffordshire Bull Terrier;;White;Black;MILLNER
Chloe;F;Dog;Y;Shih Tzu;Poodle;Brown;Black;LARRAKEYAH
Freckle;F;Dog;Y;Mixed Breed;;White;Brown;RAPID CREEK
May;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Red;;NAKARA
Sadie;F;Dog;Y;Mixed Breed;;Tan;;LEANYER
Bailey;F;Dog;Y;Rhodesian Ridgeback;Bullmastiff;Red;;NAKARA
Bundy;M;Dog;Y;Border Collie;;Sandy;;THE GARDENS
Benji;M;Dog;N;Mixed Breed;;Black;;COCONUT GROVE
Hector;M;Dog;N;Mixed Breed;;Black;Tan;BAYVIEW
Lucky;F;Dog;Y;Beagle;Cavalier King Charles Spaniel;Tri Colour;;PARAP
Rocky;M;Dog;N;French Mastiff;;Brown;;KARAMA
Gahni;F;Dog;Y;Mixed Breed;;White;;TIWI
Ellie;F;Dog;Y;Spoodle;;Cream;;TIWI
Kiki;F;Dog;Y;Kelpie;Cross Breed;Black;;TIWI
Krypto;M;Dog;Y;German Shepherd Dog;;Black;;ANULA
Bella;F;Dog;Y;Mixed Breed;;Tan;White;NIGHTCLIFF
Tyson;M;Dog;Y;Mixed Breed;;Black;Tan;RAPID CREEK
Candy;F;Dog;N;Mixed Breed;;White;Brown;MOIL
Angelo;M;Cat;Y;Domestic Short Haired;;Tabby;;WULAGI
Chief;M;Dog;Y;Staffordshire Bull Terrier;;Black;;ALAWA
Milo;F;Dog;N;Kelpie;;Brown;;JINGILI
Drax;M;Dog;Y;Border Collie;;Black;White;JINGILI
Flynn;M;Dog;Y;Catahoula;Kelpie;Tri Colour;;MILLNER
Archie;M;Dog;Y;Weimaraner;Cross Breed;Grey;;BRINKIN
Oscar;M;Cat;Y;Domestic Short Haired;;Black;White;STUART PARK
Tiger;M;Cat;Y;Domestic Short Haired;;Ginger;White;MUIRHEAD
Thor;M;Dog;Y;Catahoula;Cross Breed;Tan;Black;RAPID CREEK
Pluto;M;Dog;N;African Boerboel;Bordeaux;Brown;;JINGILI
Sasha;F;Dog;Y;Labrador Retriever;;Gold;;KARAMA
Raj;M;Dog;Y;Australian Cattle Dog;;Tri Colour;;JINGILI
Umbra;F;Dog;Y;Cross Breed;;White;Tan;NIGHTCLIFF
Conor;M;Dog;N;Australian Cattle Dog;;Red;;MILLNER
Evie;F;Cat;Y;Russian Blue;;White;Grey;STUART PARK
Daisy;F;Dog;Y;Bull Arab;Cross Breed;Brindle;White;KARAMA
Bluey;M;Dog;N;Blue Heeler;;Blue;;MILLNER
Beau;M;Dog;Y;Border Collie;;Black;White;MALAK
Krieger;M;Dog;Y;Australian Cattle Dog;;Tri Colour;;LYONS
Walker;M;Dog;Y;Red Heeler;;Red;;DARWIN
Alley;F;Dog;Y;Catahoula;Cross Breed;Grey/Blue;Tan;ALAWA
Tyson;M;Dog;Y;American Bulldog;Cross Breed;Brown;White;MALAK
Schnookums;M;Cat;Y;Domestic Short Haired;;Tabby;;LEANYER
JR;M;Dog;Y;Jack Russell Terrier;;White;Tan;NIGHTCLIFF
Mango;F;Dog;Y;Vizsla;Cross Breed;Tan;;ALAWA
Roger;M;Dog;Y;Golden Retriever;;Gold;;MUIRHEAD
Scout;M;Dog;Y;Jack Russell Terrier;;Tan;White;MUIRHEAD
Jedda;F;Dog;Y;Kelpie;;Black;Tan;TIWI
Rusty;M;Dog;N;Labrador;;Chocolate;;MARRARA
Scout;M;Dog;Y;Labrador;Border Collie;Tan;;WANGURI
Archie*;M;Dog;N;Cross Breed;;White;Black;WAGAMAN
Teddy;M;Dog;Y;Maltese;;White;;WULAGI
Flossy;F;Cat;Y;Domestic Medium Hair;;Black;White;WULAGI
Gloria;F;Dog;Y;Border Collie;;White;Black;THE NARROWS
Charlie;F;Dog;Y;Collie;;Black;White;NIGHTCLIFF
Cyril;F;Dog;Y;Mixed Breed;;Tan;;MALAK
Rex;M;Dog;Y;Border Collie;;Black;White;MILLNER
Pepper;F;Dog;Y;Bull Arab;Cross Breed;Brindle;White;WULAGI
Bundy;M;Dog;Y;Bull Arab;Cross Breed;Brindle;;WANGURI
Topsy;F;Dog;Y;Blue Heeler;Cross Breed;Blue;Black;WULAGI
Kai;M;Cat;Y;Domestic Short Haired;;Ginger;White;BRINKIN
Taz;M;Dog;Y;Kelpie;German Shepherd Dog;Sable;;LEANYER
Coco;F;Dog;Y;Labrador;Cross Breed;Black;;MALAK
Luna;F;Dog;Y;Red Heeler;;Red;Roan;RAPID CREEK
Sabre*;M;Cat;Y;Domestic Short Haired;;White;Grey;MUIRHEAD
Twilight;F;Cat;Y;Domestic Short Haired;;Black;;RAAF BASE
Felicia;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;WAGAMAN
Lola;F;Dog;Y;Bull Arab;;White;Black;LEANYER
Patches;M;Dog;Y;Bull Arab;Cross Breed;White;Black;MALAK
Reign;M;Dog;Y;Maltese;Shih Tzu;White;Tan;WANGURI
Red Dog;M;Dog;Y;Australian Cattle Dog;Red Heeler;Red;;KARAMA
Tatiana;F;Cat;Y;Domestic Short Haired;;Black;;PARAP
Lady;F;Dog;Y;Cross Breed;;Brindle;;MALAK
Bridie;F;Dog;Y;Mixed Breed;;Tan;White;LEANYER
Dudley;M;Dog;N;Toy Poodle;;Blue;;FANNIE BAY
Bella;F;Dog;N;Golden Retriever;;Gold;;LEANYER
Bandit;M;Dog;Y;Bull Arab;Mixed Breed;White;Black;PARAP
Cooper;M;Dog;Y;Staffordshire Bull Terrier;;Blue;;WULAGI
Kimba;M;Cat;Y;Ragdoll;;Seal Point;;LUDMILLA
Captain;M;Dog;N;Bull Arab;Wolfhound;Brown;White;MOIL
Winston;M;Dog;Y;Mixed Breed;;Red;Brown;WULAGI
Cobba;M;Dog;Y;Staghound;Bull Arab;Brindle;;WULAGI
Pippa;F;Dog;Y;Spoodle;;Black;;LUDMILLA
Genghis;M;Dog;Y;Pomeranian;;Black;White;RAPID CREEK
Ellie;F;Dog;Y;Shih Tzu;Cross Breed;Black;Grey;MILLNER
Maurice Francis James Collier;M;Dog;Y;Blue Heeler;Cross Breed;White;Tan;ANULA
Darla;F;Dog;Y;Mixed Breed;;Black;;JINGILI
Neko;M;Cat;Y;Domestic Short Haired;;Tabby;;MALAK
Brynlee (known as Reba);F;Dog;Y;Mixed Breed;;Black;Brindle;ANULA
Odin;M;Dog;Y;Bull Arab;Cross Breed;Tan;White;WULAGI
Bluey;M;Dog;Y;Blue Heeler;German Shepherd Dog;Roan;Sable;LYONS
Jenz;F;Dog;Y;Mixed Breed;Kelpie;Black;White;WULAGI
Radar;M;Dog;Y;Kelpie;;Black;Tan;MALAK
Tui;F;Dog;Y;Cross Breed;;Tan;Black;ALAWA
Engy;M;Dog;Y;Kelpie;;Brown;;MALAK
Lexi;F;Dog;N;Bull Arab;;White;Black;ANULA
Monty;M;Dog;Y;Spoodle;;Red;;MALAK
Arlo;M;Dog;Y;Bullmastiff;Bull Arab;Tan;White;WULAGI
Chico;F;Dog;Y;Labradoodle;;Chocolate;;WINNELLIE
Sandy;F;Dog;Y;Jack Russell Terrier;;White;Tan;RAPID CREEK
Shania;F;Cat;Y;Domestic Short Haired;;Tabby;;MALAK
Abby;F;Dog;N;Rottweiler;;Black;Tan;MUIRHEAD
Ava;F;Dog;Y;Wolfhound;Cross Breed;Tan;;MALAK
Charlie;F;Dog;Y;Labrador;Golden Retriever;Gold;;RAPID CREEK
Brody;U;Dog;N;Border Collie;;Black;White;KARAMA
Lul-La;F;Dog;Y;Kelpie;Cross Breed;Tan;;ANULA
Frankie;F;Dog;Y;Cavoodle;;Red;;MILLNER
Gigi;F;Dog;N;Dachshund (Miniature);Cross Breed;Black;Brown;ALAWA
Lion;F;Cat;Y;Domestic Short Haired;;Tabby;;NAKARA
Franklin;M;Cat;Y;Domestic Short Haired;;Ginger;;MUIRHEAD
Boston;M;Dog;Y;Staffordshire Bull Terrier;;Black;;RAPID CREEK
Benji;M;Dog;Y;Staffordshire Bull Terrier;Blue Heeler;Black;White;MALAK
Honey;F;Dog;Y;American Pit Bull Terrier;;Tan;;MALAK
Molly;F;Dog;Y;Mixed Breed;;Tan;;NAKARA
Cino;F;Dog;Y;Maltese;Cross Breed;White;Brown;NAKARA
Marley;F;Dog;Y;Husky;Malamute;White;Cream;KARAMA
Coco;F;Dog;Y;Jack Russell Terrier;Poodle;Black;;LEANYER
Alfred;M;Cat;Y;Domestic Short Haired;;Tabby;;WULAGI
Bella;F;Cat;Y;Domestic Short Haired;;Grey;Brown;WULAGI
Daisy;F;Dog;Y;Cavoodle;;Red;;BRINKIN
Gnocchi;M;Dog;Y;Greyhound;;Black;;LEANYER
Jordie;M;Dog;Y;Shih Tzu;Cross Breed;White;;ALAWA
Panda;F;Dog;Y;German Shepherd Dog;;Black;Tan;LYONS
Tinker Bell;F;Cat;Y;Birman;Domestic Short Haired;Tortiseshell;;LYONS
Willow;F;Dog;Y;Labrador Retriever;;Gold;;WULAGI
Deta;F;Cat;Y;Domestic Short Haired;;Tabby;;MALAK
Marlene;F;Cat;N;Domestic Short Haired;;Tortiseshell;;MUIRHEAD
Maya;F;Dog;Y;English Staffordshire Bull Terrier;;Black;Brindle;LEANYER
Dusty;M;Dog;Y;German Short Haired Pointer;;Brown;White;RAPID CREEK
Milo;F;Dog;Y;Bull Arab;Labrador;Brown;;JINGILI
Rafa;F;Dog;Y;Miniature Bulldog;;Tan;;JINGILI
Einstein;M;Dog;Y;Labrador;;Black;;MALAK
Domino;M;Dog;Y;Beagle;;Tri Colour;;NIGHTCLIFF
Ruby;F;Dog;Y;Heeler;;Red;;NIGHTCLIFF
Benji (known as Bruno);M;Dog;Y;Mixed Breed;;Brindle;;ANULA
Dash;M;Dog;Y;Mixed Breed;;Brown;;JINGILI
Tiny;F;Dog;Y;Tenterfield Terrier;;White;Brown;KARAMA
Roxy;F;Dog;Y;Bullmastiff;Shar Pei;Black;;MALAK
Trixie;F;Dog;Y;Mixed Breed;;Tan;;MOIL
Lilah;F;Dog;Y;Kelpie;;Black;White;WANGURI
Lolly;F;Cat;Y;Domestic Short Haired;;Tabby;White;LEANYER
Loki;M;Dog;Y;Labrador;;Gold;;MUIRHEAD
Agni;F;Dog;Y;Australian Cattle Dog;;Red Roan;White;COCONUT GROVE
Simba;M;Cat;Y;Domestic Short Haired;;Ginger;;MALAK
Tuna (Lady Scarlet);F;Dog;Y;English Staffordshire Bull Terrier;;Tan;Red;KARAMA
Gandof;M;Dog;Y;Bull Arab;Cross Breed;White;Brown;NAKARA
Oreo;M;Dog;Y;Border Collie;Cross Breed;Black;White;ALAWA
Sunny;M;Dog;Y;Shar Pei;Bullmastiff;Tan;;RAPID CREEK
Beans;F;Dog;Y;Blue Heeler;Cross Breed;Black;White;LEANYER
Billee;F;Dog;Y;English Staffordshire Bull Terrier;;Blue;;JINGILI
Lacy;F;Dog;Y;Mixed Breed;;Black;;LUDMILLA
Nukki;F;Dog;Y;Labrador;;Black;;MUIRHEAD
Colin;M;Dog;Y;Poodle;Cross Breed;Black;White;MOIL
Rosie;F;Dog;Y;Maltese;Shih Tzu;Cream;;PARAP
Chica;F;Dog;Y;German Shepherd Dog;;Black;Tan;THE NARROWS
Cutie;F;Cat;Y;Domestic Short Haired;;Black;;FANNIE BAY
Agnes;F;Dog;Y;Maltese;Poodle;White;Apricot;KARAMA
Goose;M;Cat;Y;Domestic Short Haired;;Black;Tabby;LEANYER
Maggie;F;Dog;Y;Labrador;;Chocolate;;COCONUT GROVE
Gus;M;Dog;Y;Boxer;;Tan;White;LYONS
Rumble;M;Dog;Y;Labrador;;Gold;;NIGHTCLIFF
Cloudy;M;Dog;Y;Blue Heeler;;Black;White;ALAWA
Rufus;M;Dog;Y;Bullmastiff;Cross Breed;White;Brown;MARRARA
Cindy;F;Dog;N;Staffordshire Bull Terrier;Mixed Breed;Brown;;LYONS
Wilson;M;Dog;N;Border Collie;;White;Brown;LYONS
Piper;F;Dog;Y;Mixed Breed;;Tan;;PARAP
Jett;M;Dog;Y;Staffordshire Bull Terrier;;Brindle;White;MOIL
Harry;M;Dog;Y;Mixed Breed;;Tan;White;WAGAMAN
Socksie;M;Dog;Y;Cavoodle;;Blonde;Gold;WANGURI
Junior;M;Dog;Y;Border Collie;Kelpie;Brown;;WULAGI
Marley;F;Dog;Y;Blue Heeler;;Blue;Brown;MUIRHEAD
Tootsie;M;Dog;Y;Jack Russell Terrier;;Tri Colour;;TIWI
Henry;M;Dog;Y;Kelpie;;Chocolate;Tan;KARAMA
Jax;M;Dog;Y;Cross Breed;;Brindle;;KARAMA
Arnold;M;Dog;Y;Pug;Poodle;Brown;;NIGHTCLIFF
Titan;M;Dog;N;English Springer Spaniel;;Liver;White;KARAMA
Cooper;M;Dog;Y;Spoodle;;Apricot;;TIWI
Hunter;M;Dog;Y;Mixed Breed;;Tan;;MILLNER
Rain;M;Dog;Y;Labrador;;Tan;;RAPID CREEK
Jinkx;F;Dog;Y;Cross Breed;;White;Tan;NIGHTCLIFF
Tiger;M;Cat;Y;Domestic Short Haired;;Tabby;;TIWI
Tucker;M;Dog;Y;Mixed Breed;;Tan;;MOIL
Max;M;Dog;Y;Maltese;Shih Tzu;White;;TIWI
Maya;F;Dog;Y;Maltese;Shih Tzu;White;;MILLNER
Ollie;M;Dog;Y;Heeler;Cross Breed;Blue;Roan;FANNIE BAY
Peppa;M;Cat;Y;Rag Doll;;Blue;Grey;LYONS
Willow;F;Cat;Y;Domestic Short Haired;;Ginger;;MALAK
Aika;F;Dog;N;Dalmatian;Red Heeler;White;Black;MALAK
Luna;F;Dog;Y;Border Collie;Poodle (Toy);Black;Tan;LEANYER
Scooby;M;Dog;Y;Cross Breed;;Brown;;WANGURI
